Post_ID,Neighborhood,Topic,Date,Sentiment,Text,Sentiment_Score
695,Chelsea,Sanitation,2025-01-20,Positive,Love how clean my area looks now!,0.95
696,Uptown,Parks,2025-01-25,Positive,Love how clean my area looks now!,0.78
697,Chinatown,Parks,2025-01-19,Neutral,Parks are okay but could be better.,0.01
698,Queens Village,Transport,2025-03-19,Negative,Buses keep getting delayed.,-0.38
699,Brooklyn Heights,Sanitation,2025-02-06,Positive,Love how clean my area looks now!,0.5
700,Brooklyn Heights,Parks,2025-01-13,Neutral,Parks are okay but could be better.,0.05
701,Harlem,Safety,2025-02-14,Neutral,Average service overall.,-0.02
702,Queens Village,Sanitation,2025-01-24,Negative,Water leakage not fixed for weeks.,-0.78
703,Midtown,Transport,2025-01-17,Neutral,Parks are okay but could be better.,0.02
704,Chelsea,Infrastructure,2025-03-09,Positive,Great improvement in road maintenance.,0.75
705,Uptown,Housing,2025-01-14,Positive,Great improvement in road maintenance.,0.57
706,Harlem,Parks,2025-02-05,Positive,Love how clean my area looks now!,0.65
707,Chinatown,Safety,2025-01-13,Positive,Love how clean my area looks now!,0.76
708,Chinatown,Transport,2025-02-26,Neutral,Mixed feelings about transport.,0.05
709,Queens Village,Sanitation,2025-01-30,Negative,Water leakage not fixed for weeks.,-0.28
710,Chelsea,Housing,2025-01-16,Positive,Great improvement in road maintenance.,0.48
711,Chelsea,Housing,2025-01-06,Positive,Feeling safer at night recently.,0.96
712,Chinatown,Parks,2025-02-20,Neutral,Average service overall.,0.03
713,Midtown,Transport,2025-02-13,Positive,Great improvement in road maintenance.,0.83
714,Brooklyn Heights,Transport,2025-02-14,Neutral,Mixed feelings about transport.,0.04
715,Chelsea,Safety,2025-02-01,Neutral,Parks are okay but could be better.,-0.06
716,Queens Village,Infrastructure,2025-03-31,Positive,Buses are on time lately!,0.26
717,Chinatown,Infrastructure,2025-03-13,Positive,Great improvement in road maintenance.,0.78
718,Brooklyn Heights,Infrastructure,2025-01-10,Negative,Too much noise and trash!,-0.59
719,SoHo,Housing,2025-02-16,Neutral,Average service overall.,0.04
720,Downtown,Housing,2025-02-23,Negative,Roads full of potholes again.,-0.62
721,Brooklyn Heights,Sanitation,2025-02-12,Negative,Too much noise and trash!,-0.75
722,Chelsea,Housing,2025-03-08,Negative,Too much noise and trash!,-0.77
723,Downtown,Housing,2025-03-27,Negative,Water leakage not fixed for weeks.,-0.42
724,Chelsea,Transport,2025-01-08,Neutral,Parks are okay but could be better.,-0.04
725,Queens Village,Sanitation,2025-02-12,Neutral,Parks are okay but could be better.,0.04
726,Bronx Park,Transport,2025-01-31,Negative,Buses keep getting delayed.,-0.69
727,Brooklyn Heights,Safety,2025-02-06,Neutral,Mixed feelings about transport.,0.05
728,Downtown,Safety,2025-03-07,Negative,Too much noise and trash!,-0.89
729,Queens Village,Sanitation,2025-03-15,Negative,Buses keep getting delayed.,-0.84
730,Chelsea,Sanitation,2025-01-27,Negative,Water leakage not fixed for weeks.,-0.45
731,Brooklyn Heights,Housing,2025-01-11,Negative,Roads full of potholes again.,-0.55
732,Queens Village,Safety,2025-03-22,Positive,Feeling safer at night recently.,0.36
733,Chelsea,Parks,2025-03-10,Positive,Great improvement in road maintenance.,0.92
734,Bronx Park,Infrastructure,2025-03-16,Neutral,Mixed feelings about transport.,-0.04
735,Bronx Park,Housing,2025-02-22,Positive,Feeling safer at night recently.,0.54
736,Uptown,Infrastructure,2025-03-03,Positive,Love how clean my area looks now!,0.36
737,Harlem,Safety,2025-02-25,Positive,Feeling safer at night recently.,0.51
738,Queens Village,Infrastructure,2025-02-14,Neutral,Parks are okay but could be better.,-0.0
739,Harlem,Parks,2025-03-26,Negative,Roads full of potholes again.,-0.76
740,Uptown,Parks,2025-03-06,Positive,Feeling safer at night recently.,0.82
741,Midtown,Transport,2025-02-24,Positive,Feeling safer at night recently.,0.52
742,Brooklyn Heights,Sanitation,2025-01-01,Positive,Love how clean my area looks now!,0.78
743,Chelsea,Infrastructure,2025-02-15,Neutral,Average service overall.,-0.06
744,Chinatown,Parks,2025-01-15,Positive,Buses are on time lately!,0.5
745,Harlem,Sanitation,2025-02-25,Neutral,Mixed feelings about transport.,-0.1
746,Harlem,Sanitation,2025-02-11,Positive,Love how clean my area looks now!,0.81
747,Queens Village,Transport,2025-03-22,Negative,Water leakage not fixed for weeks.,-0.5
748,Brooklyn Heights,Sanitation,2025-02-04,Negative,Too much noise and trash!,-0.35
749,Queens Village,Sanitation,2025-03-31,Positive,Buses are on time lately!,0.56
750,Bronx Park,Housing,2025-02-21,Neutral,Average service overall.,0.06
751,Harlem,Safety,2025-01-12,Neutral,Parks are okay but could be better.,0.03
752,Brooklyn Heights,Transport,2025-01-20,Negative,Water leakage not fixed for weeks.,-1.0
753,SoHo,Transport,2025-02-05,Positive,Great improvement in road maintenance.,0.4
754,Midtown,Infrastructure,2025-03-26,Neutral,Average service overall.,-0.0
755,Chelsea,Sanitation,2025-01-31,Negative,Too much noise and trash!,-0.51
756,Uptown,Infrastructure,2025-01-02,Positive,Great improvement in road maintenance.,0.25
757,Midtown,Housing,2025-02-22,Positive,Great improvement in road maintenance.,0.76
758,Uptown,Parks,2025-02-26,Positive,Great improvement in road maintenance.,0.63
759,Harlem,Sanitation,2025-02-18,Negative,Water leakage not fixed for weeks.,-0.58
760,Midtown,Parks,2025-01-17,Negative,Too much noise and trash!,-0.77
761,Midtown,Safety,2025-03-21,Negative,Buses keep getting delayed.,-0.52
762,Chelsea,Housing,2025-03-12,Negative,Water leakage not fixed for weeks.,-0.98
763,Chinatown,Sanitation,2025-01-15,Negative,Water leakage not fixed for weeks.,-0.95
764,Chelsea,Infrastructure,2025-03-08,Neutral,Parks are okay but could be better.,0.05
765,Queens Village,Infrastructure,2025-01-14,Negative,Buses keep getting delayed.,-0.74
766,Chinatown,Sanitation,2025-01-07,Neutral,Average service overall.,-0.03
767,Midtown,Infrastructure,2025-03-17,Neutral,Average service overall.,-0.06
768,Chinatown,Sanitation,2025-02-04,Positive,Feeling safer at night recently.,0.56
769,Chinatown,Transport,2025-02-26,Positive,Great improvement in road maintenance.,0.24
770,Queens Village,Infrastructure,2025-02-16,Negative,Water leakage not fixed for weeks.,-0.76
771,Brooklyn Heights,Sanitation,2025-03-02,Neutral,Parks are okay but could be better.,0.01
772,Harlem,Sanitation,2025-01-13,Positive,Buses are on time lately!,0.57
773,Brooklyn Heights,Infrastructure,2025-03-27,Neutral,Average service overall.,0.1
774,Harlem,Transport,2025-03-02,Negative,Too much noise and trash!,-0.69
775,Brooklyn Heights,Infrastructure,2025-03-16,Negative,Buses keep getting delayed.,-0.69
776,Brooklyn Heights,Sanitation,2025-01-19,Negative,Buses keep getting delayed.,-0.6
777,Uptown,Transport,2025-01-16,Positive,Buses are on time lately!,0.35
778,Chinatown,Parks,2025-02-25,Neutral,Mixed feelings about transport.,0.08
779,Bronx Park,Safety,2025-01-17,Positive,Feeling safer at night recently.,0.66
780,Queens Village,Infrastructure,2025-03-03,Neutral,Mixed feelings about transport.,-0.06
781,Brooklyn Heights,Housing,2025-01-19,Negative,Water leakage not fixed for weeks.,-0.37
782,Midtown,Sanitation,2025-03-23,Positive,Love how clean my area looks now!,0.23
783,SoHo,Transport,2025-03-21,Positive,Buses are on time lately!,0.99
784,Uptown,Transport,2025-03-30,Positive,Great improvement in road maintenance.,0.89
785,SoHo,Parks,2025-03-10,Positive,Love how clean my area looks now!,0.66
786,Downtown,Infrastructure,2025-03-25,Positive,Feeling safer at night recently.,0.29
787,Chelsea,Housing,2025-01-29,Neutral,Parks are okay but could be better.,-0.06
788,Downtown,Transport,2025-03-12,Negative,Water leakage not fixed for weeks.,-0.78
789,Harlem,Parks,2025-02-12,Negative,Buses keep getting delayed.,-0.81
790,Brooklyn Heights,Sanitation,2025-02-03,Negative,Too much noise and trash!,-0.6
791,Queens Village,Parks,2025-03-31,Neutral,Parks are okay but could be better.,0.09
792,Midtown,Infrastructure,2025-03-07,Neutral,Parks are okay but could be better.,-0.01
793,Bronx Park,Parks,2025-01-03,Negative,Buses keep getting delayed.,-0.47
794,Bronx Park,Transport,2025-01-14,Positive,Great improvement in road maintenance.,0.75
795,Uptown,Transport,2025-02-09,Neutral,Mixed feelings about transport.,0.07
796,Uptown,Safety,2025-02-06,Negative,Too much noise and trash!,-0.97
797,Uptown,Parks,2025-02-15,Positive,Buses are on time lately!,0.52
798,Uptown,Sanitation,2025-01-01,Neutral,Average service overall.,0.06
799,Chinatown,Housing,2025-02-22,Negative,Buses keep getting delayed.,-0.35
800,Brooklyn Heights,Housing,2025-02-19,Negative,Roads full of potholes again.,-0.26
801,SoHo,Infrastructure,2025-02-07,Neutral,Parks are okay but could be better.,0.04
802,Brooklyn Heights,Safety,2025-01-17,Neutral,Parks are okay but could be better.,-0.05
803,Brooklyn Heights,Parks,2025-03-11,Neutral,Mixed feelings about transport.,0.0
804,Downtown,Sanitation,2025-03-16,Negative,Water leakage not fixed for weeks.,-0.97
805,Queens Village,Safety,2025-01-30,Negative,Too much noise and trash!,-0.48
806,Midtown,Transport,2025-02-27,Negative,Water leakage not fixed for weeks.,-0.56
807,Harlem,Infrastructure,2025-03-24,Positive,Buses are on time lately!,0.73
808,Queens Village,Parks,2025-02-04,Neutral,Mixed feelings about transport.,0.09
809,Uptown,Housing,2025-03-07,Positive,Buses are on time lately!,0.75
810,SoHo,Sanitation,2025-03-20,Positive,Feeling safer at night recently.,0.46
811,Downtown,Transport,2025-02-17,Neutral,Parks are okay but could be better.,-0.06
812,Chinatown,Safety,2025-03-04,Positive,Love how clean my area looks now!,0.88
813,SoHo,Infrastructure,2025-03-16,Positive,Love how clean my area looks now!,0.36
814,Downtown,Safety,2025-02-01,Neutral,Mixed feelings about transport.,-0.07
815,Chelsea,Housing,2025-02-04,Positive,Feeling safer at night recently.,0.37
816,Chinatown,Safety,2025-02-09,Negative,Water leakage not fixed for weeks.,-0.59
817,Uptown,Sanitation,2025-03-21,Neutral,Average service overall.,-0.08
818,Harlem,Transport,2025-02-04,Positive,Buses are on time lately!,0.95
819,Uptown,Parks,2025-01-04,Negative,Buses keep getting delayed.,-0.23
820,SoHo,Sanitation,2025-01-22,Neutral,Average service overall.,0.09
821,Uptown,Housing,2025-02-15,Negative,Too much noise and trash!,-0.97
822,Chelsea,Infrastructure,2025-03-26,Positive,Great improvement in road maintenance.,0.96
823,Uptown,Housing,2025-02-24,Positive,Buses are on time lately!,1.0
824,Downtown,Housing,2025-01-28,Negative,Buses keep getting delayed.,-0.25
825,Bronx Park,Safety,2025-02-04,Neutral,Parks are okay but could be better.,0.03
826,Uptown,Infrastructure,2025-03-08,Negative,Roads full of potholes again.,-0.44
827,Chelsea,Sanitation,2025-03-05,Negative,Too much noise and trash!,-0.9
828,Brooklyn Heights,Housing,2025-03-30,Negative,Roads full of potholes again.,-0.3
829,Brooklyn Heights,Sanitation,2025-03-06,Neutral,Parks are okay but could be better.,-0.09
830,Harlem,Parks,2025-01-31,Positive,Buses are on time lately!,0.45
831,Harlem,Safety,2025-01-31,Positive,Love how clean my area looks now!,0.99
832,Harlem,Sanitation,2025-01-01,Negative,Roads full of potholes again.,-0.66
833,Queens Village,Infrastructure,2025-01-12,Neutral,Parks are okay but could be better.,-0.07
834,Midtown,Housing,2025-01-10,Neutral,Parks are okay but could be better.,0.09
835,Harlem,Parks,2025-03-09,Neutral,Parks are okay but could be better.,0.1
836,Uptown,Infrastructure,2025-01-12,Positive,Great improvement in road maintenance.,0.35
837,Harlem,Safety,2025-03-20,Positive,Buses are on time lately!,0.89
838,Midtown,Parks,2025-01-13,Neutral,Average service overall.,-0.02
839,Queens Village,Parks,2025-02-19,Negative,Buses keep getting delayed.,-0.69
840,Midtown,Parks,2025-01-13,Positive,Love how clean my area looks now!,0.41
841,SoHo,Housing,2025-02-07,Negative,Buses keep getting delayed.,-0.96
842,Harlem,Transport,2025-03-23,Neutral,Parks are okay but could be better.,-0.05
843,Harlem,Parks,2025-01-08,Neutral,Average service overall.,-0.09
844,Harlem,Infrastructure,2025-03-06,Neutral,Average service overall.,0.08
845,SoHo,Infrastructure,2025-03-18,Positive,Love how clean my area looks now!,0.73
846,Midtown,Safety,2025-02-11,Neutral,Average service overall.,0.08
847,Downtown,Sanitation,2025-01-28,Negative,Water leakage not fixed for weeks.,-0.43
848,Uptown,Sanitation,2025-02-06,Positive,Buses are on time lately!,0.31
849,Chelsea,Transport,2025-02-07,Neutral,Parks are okay but could be better.,0.09
850,Uptown,Housing,2025-03-02,Positive,Love how clean my area looks now!,0.92
851,Harlem,Housing,2025-02-11,Negative,Too much noise and trash!,-0.72
852,Queens Village,Parks,2025-03-08,Neutral,Average service overall.,-0.08
853,SoHo,Transport,2025-03-06,Positive,Great improvement in road maintenance.,0.76
854,Downtown,Safety,2025-01-14,Positive,Buses are on time lately!,0.78
855,Chinatown,Safety,2025-03-02,Negative,Water leakage not fixed for weeks.,-0.28
856,Downtown,Sanitation,2025-01-27,Neutral,Average service overall.,-0.09
857,Chelsea,Safety,2025-01-29,Neutral,Mixed feelings about transport.,-0.07
858,Uptown,Parks,2025-02-19,Positive,Buses are on time lately!,0.68
859,Harlem,Infrastructure,2025-03-31,Negative,Water leakage not fixed for weeks.,-0.5
860,Bronx Park,Safety,2025-03-18,Neutral,Parks are okay but could be better.,-0.09
861,Chinatown,Transport,2025-01-23,Negative,Buses keep getting delayed.,-0.68
862,Harlem,Parks,2025-02-17,Positive,Great improvement in road maintenance.,0.67
863,SoHo,Safety,2025-01-24,Positive,Love how clean my area looks now!,0.79
864,Chinatown,Housing,2025-02-19,Neutral,Mixed feelings about transport.,-0.04
865,Chelsea,Safety,2025-01-22,Negative,Too much noise and trash!,-0.61
866,Bronx Park,Housing,2025-03-30,Negative,Buses keep getting delayed.,-0.35
867,Midtown,Parks,2025-02-01,Negative,Water leakage not fixed for weeks.,-0.24
868,Midtown,Safety,2025-01-10,Positive,Buses are on time lately!,0.38
869,Midtown,Housing,2025-03-25,Negative,Roads full of potholes again.,-0.8
870,Queens Village,Infrastructure,2025-01-23,Positive,Feeling safer at night recently.,0.95
871,Midtown,Sanitation,2025-02-17,Neutral,Mixed feelings about transport.,-0.02
872,Brooklyn Heights,Parks,2025-02-08,Negative,Buses keep getting delayed.,-0.43
873,Chinatown,Housing,2025-02-20,Neutral,Mixed feelings about transport.,0.02
874,Bronx Park,Transport,2025-03-06,Neutral,Average service overall.,-0.04
875,SoHo,Safety,2025-02-21,Positive,Feeling safer at night recently.,0.72
876,Brooklyn Heights,Housing,2025-02-04,Positive,Buses are on time lately!,0.72
877,Brooklyn Heights,Housing,2025-02-21,Neutral,Average service overall.,0.02
878,Bronx Park,Housing,2025-03-12,Positive,Feeling safer at night recently.,0.28
879,SoHo,Sanitation,2025-03-13,Positive,Buses are on time lately!,1.0
880,Chinatown,Transport,2025-03-20,Positive,Great improvement in road maintenance.,0.52
881,Uptown,Transport,2025-03-23,Positive,Buses are on time lately!,0.71
882,Harlem,Infrastructure,2025-03-14,Positive,Great improvement in road maintenance.,0.91
883,Uptown,Sanitation,2025-03-13,Positive,Great improvement in road maintenance.,0.54
884,Chelsea,Housing,2025-02-11,Negative,Water leakage not fixed for weeks.,-0.38
885,Bronx Park,Parks,2025-01-20,Negative,Too much noise and trash!,-0.22
886,Uptown,Sanitation,2025-01-18,Positive,Love how clean my area looks now!,0.49
887,Uptown,Sanitation,2025-03-19,Neutral,Mixed feelings about transport.,-0.02
888,Uptown,Transport,2025-03-08,Neutral,Parks are okay but could be better.,0.08
889,Midtown,Infrastructure,2025-01-28,Neutral,Parks are okay but could be better.,-0.07
890,Downtown,Infrastructure,2025-01-25,Negative,Buses keep getting delayed.,-0.98
891,Uptown,Sanitation,2025-02-12,Positive,Great improvement in road maintenance.,0.93
892,Harlem,Sanitation,2025-03-28,Neutral,Parks are okay but could be better.,0.06
893,Bronx Park,Safety,2025-01-21,Neutral,Mixed feelings about transport.,0.09
894,Chelsea,Housing,2025-01-27,Positive,Feeling safer at night recently.,0.25
895,Downtown,Transport,2025-03-06,Negative,Roads full of potholes again.,-0.88
896,Queens Village,Housing,2025-01-26,Neutral,Mixed feelings about transport.,-0.08
897,Harlem,Parks,2025-01-29,Positive,Buses are on time lately!,0.75
898,Harlem,Parks,2025-02-04,Neutral,Parks are okay but could be better.,0.02
899,Midtown,Infrastructure,2025-03-21,Negative,Water leakage not fixed for weeks.,-0.71
900,Midtown,Transport,2025-02-01,Negative,Too much noise and trash!,-0.95
901,Bronx Park,Housing,2025-01-26,Negative,Roads full of potholes again.,-0.49
902,Harlem,Infrastructure,2025-01-26,Neutral,Parks are okay but could be better.,0.01
903,SoHo,Parks,2025-03-06,Positive,Buses are on time lately!,0.29
904,SoHo,Sanitation,2025-02-17,Positive,Buses are on time lately!,0.93
905,Bronx Park,Transport,2025-01-25,Positive,Buses are on time lately!,0.36
906,Uptown,Transport,2025-03-05,Positive,Love how clean my area looks now!,0.79
907,Brooklyn Heights,Housing,2025-01-15,Negative,Roads full of potholes again.,-0.29
908,Queens Village,Safety,2025-01-26,Negative,Too much noise and trash!,-0.54
909,Chelsea,Housing,2025-02-03,Negative,Roads full of potholes again.,-0.8
910,Midtown,Sanitation,2025-01-18,Negative,Water leakage not fixed for weeks.,-0.75
911,Chelsea,Sanitation,2025-01-14,Positive,Great improvement in road maintenance.,0.91
912,Brooklyn Heights,Infrastructure,2025-03-26,Positive,Feeling safer at night recently.,0.44
913,Chinatown,Transport,2025-01-25,Positive,Love how clean my area looks now!,0.8
914,Bronx Park,Infrastructure,2025-03-17,Negative,Buses keep getting delayed.,-0.21
915,Uptown,Sanitation,2025-01-12,Neutral,Parks are okay but could be better.,0.1
916,Downtown,Safety,2025-02-15,Negative,Too much noise and trash!,-0.57
917,Uptown,Transport,2025-03-09,Positive,Feeling safer at night recently.,0.86
918,Harlem,Sanitation,2025-01-10,Negative,Too much noise and trash!,-0.21
919,Uptown,Safety,2025-02-03,Positive,Love how clean my area looks now!,0.5
920,Harlem,Housing,2025-02-15,Negative,Buses keep getting delayed.,-0.8
921,Chelsea,Parks,2025-02-10,Negative,Water leakage not fixed for weeks.,-0.91
922,Chinatown,Sanitation,2025-01-28,Neutral,Parks are okay but could be better.,-0.07
923,Midtown,Parks,2025-03-27,Neutral,Mixed feelings about transport.,0.07
924,Chinatown,Infrastructure,2025-01-02,Negative,Buses keep getting delayed.,-0.53
925,Harlem,Parks,2025-03-18,Neutral,Parks are okay but could be better.,0.07
926,Downtown,Sanitation,2025-01-16,Positive,Great improvement in road maintenance.,0.83
927,Brooklyn Heights,Parks,2025-02-02,Positive,Feeling safer at night recently.,0.74
928,Chelsea,Transport,2025-02-24,Neutral,Parks are okay but could be better.,0.02
929,Chelsea,Sanitation,2025-02-26,Neutral,Mixed feelings about transport.,-0.09
930,Uptown,Safety,2025-02-18,Positive,Buses are on time lately!,0.9
931,Midtown,Parks,2025-03-21,Positive,Buses are on time lately!,0.53
932,Uptown,Transport,2025-01-27,Positive,Great improvement in road maintenance.,0.65
933,Uptown,Infrastructure,2025-03-06,Positive,Feeling safer at night recently.,0.22
934,Harlem,Infrastructure,2025-01-30,Positive,Buses are on time lately!,0.95
935,Brooklyn Heights,Parks,2025-02-19,Positive,Love how clean my area looks now!,0.92
936,Midtown,Infrastructure,2025-01-08,Positive,Feeling safer at night recently.,0.63
937,Uptown,Safety,2025-02-10,Positive,Buses are on time lately!,0.66
938,Chelsea,Sanitation,2025-03-27,Negative,Too much noise and trash!,-0.44
939,Uptown,Transport,2025-02-07,Positive,Love how clean my area looks now!,0.41
940,Queens Village,Housing,2025-01-07,Negative,Water leakage not fixed for weeks.,-0.82
941,Bronx Park,Parks,2025-02-17,Negative,Buses keep getting delayed.,-0.46
942,Chelsea,Infrastructure,2025-03-02,Negative,Water leakage not fixed for weeks.,-0.92
943,Queens Village,Sanitation,2025-03-31,Neutral,Average service overall.,-0.01
944,Bronx Park,Housing,2025-01-13,Positive,Feeling safer at night recently.,0.59
945,Downtown,Safety,2025-02-23,Positive,Love how clean my area looks now!,0.51
946,Queens Village,Infrastructure,2025-01-14,Neutral,Mixed feelings about transport.,-0.06
947,Harlem,Infrastructure,2025-01-30,Neutral,Mixed feelings about transport.,-0.03
948,Downtown,Transport,2025-01-30,Positive,Feeling safer at night recently.,0.47
949,SoHo,Safety,2025-03-01,Positive,Feeling safer at night recently.,0.6
950,Midtown,Safety,2025-02-05,Negative,Buses keep getting delayed.,-0.46
951,Chelsea,Parks,2025-03-04,Neutral,Average service overall.,0.09
952,SoHo,Housing,2025-03-25,Positive,Love how clean my area looks now!,0.32
953,Chelsea,Transport,2025-03-08,Positive,Buses are on time lately!,0.9
954,Midtown,Parks,2025-03-04,Positive,Love how clean my area looks now!,0.43
955,Midtown,Transport,2025-02-04,Negative,Roads full of potholes again.,-0.53
956,Chelsea,Safety,2025-01-18,Negative,Water leakage not fixed for weeks.,-0.56
957,Midtown,Transport,2025-02-16,Negative,Too much noise and trash!,-0.55
958,Queens Village,Transport,2025-02-17,Negative,Roads full of potholes again.,-0.42
959,Chinatown,Transport,2025-03-11,Neutral,Mixed feelings about transport.,-0.02
960,Brooklyn Heights,Sanitation,2025-02-15,Neutral,Average service overall.,-0.04
961,Chelsea,Sanitation,2025-02-14,Neutral,Average service overall.,0.07
962,SoHo,Housing,2025-03-18,Neutral,Average service overall.,-0.06
963,SoHo,Housing,2025-02-11,Negative,Buses keep getting delayed.,-0.86
964,Midtown,Safety,2025-02-07,Neutral,Average service overall.,-0.1
965,Chelsea,Transport,2025-03-12,Neutral,Mixed feelings about transport.,-0.06
966,Chinatown,Safety,2025-03-31,Negative,Roads full of potholes again.,-0.59
967,Chinatown,Sanitation,2025-03-07,Positive,Love how clean my area looks now!,0.63
968,Brooklyn Heights,Transport,2025-03-19,Negative,Buses keep getting delayed.,-0.8
969,Queens Village,Parks,2025-03-27,Positive,Great improvement in road maintenance.,0.26
970,Brooklyn Heights,Sanitation,2025-02-05,Neutral,Average service overall.,0.05
971,Harlem,Sanitation,2025-02-27,Positive,Feeling safer at night recently.,0.81
972,SoHo,Sanitation,2025-03-14,Neutral,Average service overall.,0.1
973,Chinatown,Transport,2025-02-23,Neutral,Average service overall.,0.08
974,Midtown,Housing,2025-02-27,Positive,Love how clean my area looks now!,0.94
975,Chinatown,Infrastructure,2025-02-16,Negative,Too much noise and trash!,-0.36
976,Chinatown,Parks,2025-03-21,Neutral,Parks are okay but could be better.,0.02
977,Bronx Park,Parks,2025-02-02,Negative,Water leakage not fixed for weeks.,-0.9
978,SoHo,Safety,2025-02-13,Positive,Feeling safer at night recently.,0.7
979,Harlem,Transport,2025-03-18,Negative,Roads full of potholes again.,-0.96
980,Brooklyn Heights,Housing,2025-03-27,Positive,Great improvement in road maintenance.,0.91
981,Harlem,Sanitation,2025-01-11,Positive,Buses are on time lately!,0.59
982,Bronx Park,Infrastructure,2025-01-03,Positive,Love how clean my area looks now!,0.76
983,Queens Village,Transport,2025-01-02,Neutral,Average service overall.,-0.09
984,Harlem,Transport,2025-01-23,Negative,Buses keep getting delayed.,-0.57
985,Chinatown,Housing,2025-03-26,Positive,Great improvement in road maintenance.,0.44
986,Downtown,Infrastructure,2025-02-23,Neutral,Mixed feelings about transport.,-0.04
987,Chelsea,Sanitation,2025-02-05,Negative,Water leakage not fixed for weeks.,-0.69
988,Harlem,Transport,2025-03-22,Neutral,Average service overall.,-0.1
989,Chelsea,Parks,2025-03-17,Negative,Water leakage not fixed for weeks.,-0.63
990,Bronx Park,Parks,2025-01-13,Neutral,Mixed feelings about transport.,-0.0
991,Harlem,Infrastructure,2025-03-13,Negative,Roads full of potholes again.,-0.31
992,Harlem,Sanitation,2025-03-18,Positive,Great improvement in road maintenance.,0.56
993,Uptown,Infrastructure,2025-02-08,Negative,Buses keep getting delayed.,-0.71
994,Chinatown,Transport,2025-01-15,Neutral,Mixed feelings about transport.,0.1
995,Midtown,Parks,2025-03-01,Neutral,Mixed feelings about transport.,0.01
996,Chelsea,Safety,2025-01-13,Positive,Great improvement in road maintenance.,0.58
997,Queens Village,Infrastructure,2025-01-31,Neutral,Parks are okay but could be better.,-0.0
998,Uptown,Safety,2025-03-08,Positive,Great improvement in road maintenance.,0.85
999,Chinatown,Safety,2025-02-24,Positive,Love how clean my area looks now!,0.47
1000,Bronx Park,Housing,2025-03-06,Neutral,Parks are okay but could be better.,-0.02
